circRNA,RBP,query_gene
2_54093221_54093360|PSME4,MBNL1,PSME4
2_54093221_54093360|PSME4,NOVA1,PSME4
2_54093221_54093360|PSME4,PABPC1,PSME4
2_54093221_54093360|PSME4,PABPC3,PSME4
2_54093221_54093360|PSME4,PABPC4,PSME4
2_54093221_54093360|PSME4,PABPC5,PSME4
2_54093221_54093360|PSME4,PABPN1,PSME4
2_54093221_54093360|PSME4,PCBP1,PSME4
2_54093221_54093360|PSME4,PCBP3,PSME4
2_54093221_54093360|PSME4,PTBP1,PSME4
2_54093221_54093360|PSME4,PUM2,PSME4
2_54093221_54093360|PSME4,RBFOX1,PSME4
2_54093221_54093360|PSME4,SART3,PSME4
2_54093221_54093360|PSME4,SRSF10,PSME4
2_54093221_54093360|PSME4,SRSF3,PSME4
2_54876916_54880853|SPTBN1,CNOT4,SPTBN1
2_54876916_54880853|SPTBN1,CUG-BP,SPTBN1
2_54876916_54880853|SPTBN1,HNRNPL,SPTBN1
2_54876916_54880853|SPTBN1,HNRPLL,SPTBN1
2_54876916_54880853|SPTBN1,IGF2BP2,SPTBN1
2_54876916_54880853|SPTBN1,IGF2BP3,SPTBN1
2_54876916_54880853|SPTBN1,PTBP1,SPTBN1
2_54876916_54880853|SPTBN1,SRSF1,SPTBN1
2_54876916_54880853|SPTBN1,SRSF3,SPTBN1
2_54876916_54880853|SPTBN1,SRSF5,SPTBN1
2_55200113_55200269|RTN4,BRUNOL6,RTN4
2_55200113_55200269|RTN4,ESRP2,RTN4
2_55200113_55200269|RTN4,HNRNPU,RTN4
2_55200113_55200269|RTN4,HuR,RTN4
2_55200113_55200269|RTN4,MATR3,RTN4
2_55200113_55200269|RTN4,NOVA1,RTN4
2_55200113_55200269|RTN4,PTBP1,RTN4
2_55200113_55200269|RTN4,RBMS1,RTN4
2_55200113_55200269|RTN4,RBMS3,RTN4
2_55200113_55200269|RTN4,SRSF2,RTN4
2_55200113_55200269|RTN4,SRSF3,RTN4
2_55200113_55200269|RTN4,SRSF5,RTN4
2_55200113_55200269|RTN4,TARDBP,RTN4
2_55200113_55200269|RTN4,ZCRB1,RTN4
2_55209650_55209769|RTN4,A1CF,RTN4
2_55209650_55209769|RTN4,DAZAP1,RTN4
2_55209650_55209769|RTN4,HNRNPA1,RTN4
2_55209650_55209769|RTN4,HNRNPM,RTN4
2_55209650_55209769|RTN4,HuR,RTN4
2_55209650_55209769|RTN4,LIN28A,RTN4
2_55209650_55209769|RTN4,MBNL1,RTN4
2_55209650_55209769|RTN4,PTBP1,RTN4
2_55209650_55209769|RTN4,RBMS3,RTN4
2_55209650_55209769|RTN4,SRSF1,RTN4
2_55209650_55209769|RTN4,SRSF5,RTN4
2_55209650_55209769|RTN4,TRA2B,RTN4
2_55209650_55209769|RTN4,ZC3H14,RTN4
2_55209650_55209769|RTN4,ZNF638,RTN4
2_55209650_55214834|RTN4,A1CF,RTN4
2_55209650_55214834|RTN4,CUG-BP,RTN4
2_55209650_55214834|RTN4,DAZAP1,RTN4
2_55209650_55214834|RTN4,G3BP2,RTN4
2_55209650_55214834|RTN4,HNRNPF,RTN4
2_55209650_55214834|RTN4,HNRNPM,RTN4
2_55209650_55214834|RTN4,HNRNPU,RTN4
2_55209650_55214834|RTN4,HuR,RTN4
2_55209650_55214834|RTN4,MBNL1,RTN4
2_55209650_55214834|RTN4,PTBP1,RTN4
2_55209650_55214834|RTN4,SRSF1,RTN4
2_55209650_55214834|RTN4,SRSF10,RTN4
2_55209650_55214834|RTN4,SRSF2,RTN4
2_55209650_55214834|RTN4,SRSF3,RTN4
2_55209650_55214834|RTN4,SRSF5,RTN4
2_55209650_55214834|RTN4,SRSF7,RTN4
2_55209650_55214834|RTN4,TUT1,RTN4
2_55209650_55214834|RTN4,ZC3H14,RTN4
2_55209650_55214834|RTN4,ZNF638,RTN4
2_56102080_56103877|EFEMP1,BRUNOL6,EFEMP1
2_56102080_56103877|EFEMP1,FMR1,EFEMP1
2_56102080_56103877|EFEMP1,FXR1,EFEMP1
2_56102080_56103877|EFEMP1,HNRNPA1,EFEMP1
2_56102080_56103877|EFEMP1,HNRNPA2B1,EFEMP1
2_56102080_56103877|EFEMP1,KHDRBS1,EFEMP1
2_56102080_56103877|EFEMP1,KHDRBS2,EFEMP1
2_56102080_56103877|EFEMP1,KHDRBS3,EFEMP1
2_56102080_56103877|EFEMP1,LIN28A,EFEMP1
2_56102080_56103877|EFEMP1,PABPN1,EFEMP1
2_56102080_56103877|EFEMP1,RBM28,EFEMP1
2_56102080_56103877|EFEMP1,RBM46,EFEMP1
2_56102080_56103877|EFEMP1,RBMS3,EFEMP1
2_56102080_56103877|EFEMP1,SRSF1,EFEMP1
2_56102080_56103877|EFEMP1,SRSF2,EFEMP1
2_56102080_56103877|EFEMP1,TARDBP,EFEMP1
2_56102080_56103877|EFEMP1,TRA2B,EFEMP1
2_56102080_56103877|EFEMP1,ZCRB1,EFEMP1
2_56104880_56105000|EFEMP1,DAZAP1,EFEMP1
2_56104880_56105000|EFEMP1,FXR1,EFEMP1
2_56104880_56105000|EFEMP1,HNRNPL,EFEMP1
2_56104880_56105000|EFEMP1,HNRPLL,EFEMP1
2_56104880_56105000|EFEMP1,NOVA1,EFEMP1
2_56104880_56105000|EFEMP1,RBMS1,EFEMP1
2_56104880_56105000|EFEMP1,RBMS3,EFEMP1
2_56104880_56105000|EFEMP1,SRSF3,EFEMP1
2_56104880_56105000|EFEMP1,SRSF7,EFEMP1
2_56108746_56108869|EFEMP1,ANKHD1,EFEMP1
2_56108746_56108869|EFEMP1,CNOT4,EFEMP1
2_56108746_56108869|EFEMP1,FXR2,EFEMP1
2_56108746_56108869|EFEMP1,HNRNPA1,EFEMP1
2_56108746_56108869|EFEMP1,HNRNPA1L2,EFEMP1
2_56108746_56108869|EFEMP1,HNRNPA2B1,EFEMP1
2_56108746_56108869|EFEMP1,HNRNPH1,EFEMP1
2_56108746_56108869|EFEMP1,HNRNPL,EFEMP1
2_56108746_56108869|EFEMP1,HNRPLL,EFEMP1
2_56108746_56108869|EFEMP1,LIN28A,EFEMP1
2_56108746_56108869|EFEMP1,RBM45,EFEMP1
2_56108746_56108869|EFEMP1,RBM5,EFEMP1
2_56108746_56108869|EFEMP1,SNRPA,EFEMP1
2_56108746_56108869|EFEMP1,SRSF1,EFEMP1
2_56108746_56108869|EFEMP1,SRSF2,EFEMP1
2_56108746_56108869|EFEMP1,SRSF7,EFEMP1
2_56108746_56108869|EFEMP1,SRSF9,EFEMP1
2_56108746_56108869|EFEMP1,ZC3H10,EFEMP1
2_61575545_61575964|USP34,CUG-BP,USP34
2_61575545_61575964|USP34,HNRNPA1,USP34
2_61575545_61575964|USP34,HNRNPA2B1,USP34
2_61575545_61575964|USP34,HNRNPF,USP34
2_61575545_61575964|USP34,HNRNPU,USP34
2_61575545_61575964|USP34,MSI1,USP34
2_61575545_61575964|USP34,RBM46,USP34
2_61575545_61575964|USP34,RBM5,USP34
2_61575545_61575964|USP34,SFPQ,USP34
2_61575545_61575964|USP34,SRSF1,USP34
2_61575545_61575964|USP34,SRSF3,USP34
2_61575545_61575964|USP34,SRSF7,USP34
2_61575545_61575964|USP34,SRSF9,USP34
2_61575545_61575964|USP34,TRA2B,USP34
2_61706509_61706810|XPO1,CUG-BP,XPO1
2_61706509_61706810|XPO1,DAZAP1,XPO1
2_61706509_61706810|XPO1,G3BP2,XPO1
2_61706509_61706810|XPO1,HNRNPH1,XPO1
2_61706509_61706810|XPO1,HNRNPH2,XPO1
2_61706509_61706810|XPO1,LIN28A,XPO1
2_61706509_61706810|XPO1,MBNL1,XPO1
2_61706509_61706810|XPO1,PTBP1,XPO1
2_61706509_61706810|XPO1,RBFOX1,XPO1
2_61706509_61706810|XPO1,SNRPA,XPO1
2_61706509_61706810|XPO1,SRSF1,XPO1
2_61706509_61706810|XPO1,SRSF3,XPO1
2_61706509_61706810|XPO1,SRSF5,XPO1
2_61706509_61706810|XPO1,SRSF7,XPO1
2_61706509_61706810|XPO1,SRSF9,XPO1
2_61706509_61706810|XPO1,TRA2A,XPO1
2_61706509_61706810|XPO1,TRA2B,XPO1
2_61749777_61753597|XPO1,CPEB2,XPO1
2_61749777_61753597|XPO1,CPEB4,XPO1
2_61749777_61753597|XPO1,HNRNPC,XPO1
2_61749777_61753597|XPO1,HNRNPCL1,XPO1
2_61749777_61753597|XPO1,HNRNPL,XPO1
2_61749777_61753597|XPO1,HNRPLL,XPO1
2_61749777_61753597|XPO1,IGF2BP2,XPO1
2_61749777_61753597|XPO1,KHDRBS2,XPO1
2_61749777_61753597|XPO1,KHDRBS3,XPO1
2_61749777_61753597|XPO1,PABPC1,XPO1
2_61749777_61753597|XPO1,PABPC3,XPO1
2_61749777_61753597|XPO1,PABPC4,XPO1
2_61749777_61753597|XPO1,PABPC5,XPO1
2_61749777_61753597|XPO1,PABPN1,XPO1
2_61749777_61753597|XPO1,RALY,XPO1
2_61749777_61753597|XPO1,RBM3,XPO1
2_61749777_61753597|XPO1,SART3,XPO1
2_61749777_61753597|XPO1,SRSF3,XPO1
2_61749777_61753597|XPO1,SRSF5,XPO1
2_61749777_61753597|XPO1,SRSF7,XPO1
2_61749777_61753597|XPO1,TIA1,XPO1
2_61749777_61753597|XPO1,TRA2B,XPO1
2_61749777_61753597|XPO1,U2AF2,XPO1
2_62107420_62115578|CCT4,FUS,CCT4
2_62107420_62115578|CCT4,HNRNPK,CCT4
2_62107420_62115578|CCT4,MATR3,CCT4
2_62107420_62115578|CCT4,MBNL1,CCT4
2_62107420_62115578|CCT4,PPRC1,CCT4
2_62107420_62115578|CCT4,PTBP1,CCT4
2_62107420_62115578|CCT4,SRSF3,CCT4
2_62107420_62115578|CCT4,SRSF5,CCT4
2_62107420_62115578|CCT4,SRSF7,CCT4
2_62107420_62115578|CCT4,ZC3H10,CCT4
2_64863409_64863530|SERTAD2,CNOT4,SERTAD2
2_64863409_64863530|SERTAD2,ENOX1,SERTAD2
2_64863409_64863530|SERTAD2,FMR1,SERTAD2
2_64863409_64863530|SERTAD2,FXR2,SERTAD2
2_64863409_64863530|SERTAD2,PABPC4,SERTAD2
2_64863409_64863530|SERTAD2,PABPN1,SERTAD2
2_64863409_64863530|SERTAD2,PTBP1,SERTAD2
2_64863409_64863530|SERTAD2,SRSF3,SERTAD2
2_64863409_64863530|SERTAD2,SRSF5,SERTAD2
2_64863409_64863530|SERTAD2,SRSF7,SERTAD2
2_64863409_64863530|SERTAD2,TARDBP,SERTAD2
2_65250241_65250351|SLC1A4,BRUNOL4,SLC1A4
2_65250241_65250351|SLC1A4,HNRNPC,SLC1A4
2_65250241_65250351|SLC1A4,HNRNPCL1,SLC1A4
2_65250241_65250351|SLC1A4,HuR,SLC1A4
2_65250241_65250351|SLC1A4,PABPC5,SLC1A4
2_65250241_65250351|SLC1A4,SRSF3,SLC1A4
2_65250241_65250351|SLC1A4,SRSF9,SLC1A4
2_65250241_65250351|SLC1A4,TARDBP,SLC1A4
2_65250241_65250351|SLC1A4,TIA1,SLC1A4
2_65250241_65250351|SLC1A4,TRA2B,SLC1A4
2_65250241_65250351|SLC1A4,ZC3H14,SLC1A4
2_68389737_68400549|PNO1,ESRP2,PNO1
2_68389737_68400549|PNO1,HNRNPA1,PNO1
2_68389737_68400549|PNO1,HNRNPA1L2,PNO1
2_68389737_68400549|PNO1,IGF2BP2,PNO1
2_68389737_68400549|PNO1,IGF2BP3,PNO1
2_68389737_68400549|PNO1,LIN28A,PNO1
2_68389737_68400549|PNO1,PABPC1,PNO1
2_68389737_68400549|PNO1,PABPC3,PNO1
2_68389737_68400549|PNO1,PABPC4,PNO1
2_68389737_68400549|PNO1,PABPC5,PNO1
2_68389737_68400549|PNO1,QKI,PNO1
2_68389737_68400549|PNO1,RBM42,PNO1
2_68389737_68400549|PNO1,SART3,PNO1
2_68389737_68400549|PNO1,SRSF10,PNO1
2_68389737_68400549|PNO1,SRSF3,PNO1
2_68389737_68400549|PNO1,SRSF7,PNO1
2_68389737_68400549|PNO1,YBX1,PNO1
2_68772318_68772444|APLF,CPEB2,APLF
2_68772318_68772444|APLF,CPEB4,APLF
2_68772318_68772444|APLF,CUG-BP,APLF
2_68772318_68772444|APLF,HNRNPA1,APLF
2_68772318_68772444|APLF,HNRNPA1L2,APLF
2_68772318_68772444|APLF,HNRNPA2B1,APLF
2_68772318_68772444|APLF,HNRNPC,APLF
2_68772318_68772444|APLF,HNRNPCL1,APLF
2_68772318_68772444|APLF,MATR3,APLF
2_68772318_68772444|APLF,MBNL1,APLF
2_68772318_68772444|APLF,RBM6,APLF
2_68772318_68772444|APLF,RBMS1,APLF
2_68772318_68772444|APLF,SRSF1,APLF
2_68772318_68772444|APLF,SRSF2,APLF
2_68772318_68772444|APLF,SRSF3,APLF
2_7081078_7081278|RNF144A,CUG-BP,RNF144A
2_7081078_7081278|RNF144A,MBNL1,RNF144A
2_7081078_7081278|RNF144A,PCBP1,RNF144A
2_7081078_7081278|RNF144A,PCBP2,RNF144A
2_7081078_7081278|RNF144A,PTBP1,RNF144A
2_7081078_7081278|RNF144A,SRSF2,RNF144A
2_7081078_7081278|RNF144A,SRSF3,RNF144A
2_7081078_7081278|RNF144A,SRSF5,RNF144A
2_73474889_73475054|CCT7,CNOT4,CCT7
2_73474889_73475054|CCT7,CUG-BP,CCT7
2_73474889_73475054|CCT7,ENOX1,CCT7
2_73474889_73475054|CCT7,HNRNPF,CCT7
2_73474889_73475054|CCT7,HNRNPL,CCT7
2_73474889_73475054|CCT7,HNRPLL,CCT7
2_73474889_73475054|CCT7,MBNL1,CCT7
2_73474889_73475054|CCT7,PABPN1,CCT7
2_73474889_73475054|CCT7,PTBP1,CCT7
2_73474889_73475054|CCT7,SRSF1,CCT7
2_73474889_73475054|CCT7,SRSF10,CCT7
2_73474889_73475054|CCT7,SRSF2,CCT7
2_73474889_73475054|CCT7,SRSF3,CCT7
2_73474889_73475054|CCT7,SRSF5,CCT7
2_73474889_73475054|CCT7,SRSF7,CCT7
2_73474889_73475054|CCT7,TRA2B,CCT7
2_73477469_73478472|CCT7,CUG-BP,CCT7
2_73477469_73478472|CCT7,SRSF1,CCT7
2_74441781_74441980|MTHFD2,DAZAP1,MTHFD2
2_74441781_74441980|MTHFD2,HNRNPA1,MTHFD2
2_74441781_74441980|MTHFD2,HNRNPA1L2,MTHFD2
2_74441781_74441980|MTHFD2,HNRNPA2B1,MTHFD2
2_74441781_74441980|MTHFD2,HNRNPC,MTHFD2
2_74441781_74441980|MTHFD2,HNRNPCL1,MTHFD2
2_74441781_74441980|MTHFD2,HNRNPU,MTHFD2
2_74441781_74441980|MTHFD2,KHDRBS1,MTHFD2
2_74441781_74441980|MTHFD2,KHDRBS2,MTHFD2
2_74441781_74441980|MTHFD2,KHDRBS3,MTHFD2
2_74441781_74441980|MTHFD2,LIN28A,MTHFD2
2_74441781_74441980|MTHFD2,PABPC1,MTHFD2
2_74441781_74441980|MTHFD2,PABPC3,MTHFD2
2_74441781_74441980|MTHFD2,PABPC4,MTHFD2
2_74441781_74441980|MTHFD2,PABPC5,MTHFD2
2_74441781_74441980|MTHFD2,PABPN1,MTHFD2
2_74441781_74441980|MTHFD2,RALY,MTHFD2
2_74441781_74441980|MTHFD2,SART3,MTHFD2
2_74441781_74441980|MTHFD2,SRSF1,MTHFD2
2_74441781_74441980|MTHFD2,SRSF10,MTHFD2
2_74441781_74441980|MTHFD2,SRSF5,MTHFD2
2_74441781_74441980|MTHFD2,TARDBP,MTHFD2
2_74441781_74441980|MTHFD2,TIA1,MTHFD2
2_74441781_74441980|MTHFD2,TRA2B,MTHFD2
2_74595977_74596498|DCTN1,ANKHD1,DCTN1
2_74595977_74596498|DCTN1,ENOX1,DCTN1
2_74595977_74596498|DCTN1,HNRNPH2,DCTN1
2_74595977_74596498|DCTN1,RBM5,DCTN1
2_74595977_74596498|DCTN1,SRSF1,DCTN1
2_74595977_74596498|DCTN1,SRSF2,DCTN1
2_74595977_74596498|DCTN1,SRSF3,DCTN1
2_74595977_74596498|DCTN1,SRSF7,DCTN1
2_74595977_74596498|DCTN1,SRSF9,DCTN1
2_74596558_74597142|DCTN1,CNOT4,DCTN1
2_74596558_74597142|DCTN1,LIN28A,DCTN1
2_74596558_74597142|DCTN1,PABPN1,DCTN1
2_74596558_74597142|DCTN1,RBFOX1,DCTN1
2_74596558_74597142|DCTN1,RBM4,DCTN1
2_74596558_74597142|DCTN1,RBM8A,DCTN1
2_74596558_74597142|DCTN1,SNRPA,DCTN1
2_74596558_74597142|DCTN1,SRSF1,DCTN1
2_74596558_74597142|DCTN1,SRSF10,DCTN1
2_74596558_74597142|DCTN1,SRSF2,DCTN1
2_74596558_74597142|DCTN1,SRSF7,DCTN1
2_74596558_74597142|DCTN1,TARDBP,DCTN1
2_74596558_74597142|DCTN1,TRA2A,DCTN1
2_74596558_74597142|DCTN1,TRA2B,DCTN1
2_74688989_74689163|MOGS,MBNL1,MOGS
2_74688989_74689163|MOGS,SRSF3,MOGS
2_74688989_74689163|MOGS,SRSF5,MOGS
2_74688989_74689163|MOGS,SRSF7,MOGS
2_74689203_74689374|MOGS,CUG-BP,MOGS
2_74689203_74689374|MOGS,FXR2,MOGS
2_74689203_74689374|MOGS,HNRNPH2,MOGS
2_74689203_74689374|MOGS,HNRNPK,MOGS
2_74689203_74689374|MOGS,MBNL1,MOGS
2_74689203_74689374|MOGS,PCBP1,MOGS
2_74689203_74689374|MOGS,PCBP2,MOGS
2_74689203_74689374|MOGS,PCBP3,MOGS
2_74689203_74689374|MOGS,SRSF1,MOGS
2_74689203_74689374|MOGS,SRSF2,MOGS
2_74689203_74689374|MOGS,SRSF3,MOGS
2_74717782_74718502|TTC31,BRUNOL6,TTC31
2_74717782_74718502|TTC31,CUG-BP,TTC31
2_74717782_74718502|TTC31,ESRP2,TTC31
2_74717782_74718502|TTC31,HNRNPA2B1,TTC31
2_74717782_74718502|TTC31,HNRNPH1,TTC31
2_74717782_74718502|TTC31,LIN28A,TTC31
2_74717782_74718502|TTC31,MBNL1,TTC31
2_74717782_74718502|TTC31,PABPN1,TTC31
2_74717782_74718502|TTC31,RBM24,TTC31
2_74717782_74718502|TTC31,RBM28,TTC31
2_74717782_74718502|TTC31,RBM5,TTC31
2_74717782_74718502|TTC31,SRSF1,TTC31
2_74717782_74718502|TTC31,SRSF10,TTC31
2_74717782_74718502|TTC31,SRSF2,TTC31
2_74717782_74718502|TTC31,SRSF9,TTC31
2_74717782_74718502|TTC31,TARDBP,TTC31
2_74717782_74718502|TTC31,TRA2A,TTC31
2_74717782_74718502|TTC31,TRA2B,TTC31
2_74720779_74720912|TTC31,CPEB2,TTC31
2_74720779_74720912|TTC31,CUG-BP,TTC31
2_74720779_74720912|TTC31,HNRNPK,TTC31
2_74720779_74720912|TTC31,MBNL1,TTC31
2_74720779_74720912|TTC31,PTBP1,TTC31
2_74720779_74720912|TTC31,SRSF2,TTC31
2_74720779_74720912|TTC31,SRSF3,TTC31
2_74720779_74720912|TTC31,SRSF5,TTC31
2_84660475_84660559|SUCLG1,BRUNOL4,SUCLG1
2_84660475_84660559|SUCLG1,BRUNOL5,SUCLG1
2_84660475_84660559|SUCLG1,BRUNOL6,SUCLG1
2_84660475_84660559|SUCLG1,HNRNPA1,SUCLG1
2_84660475_84660559|SUCLG1,HNRNPA1L2,SUCLG1
2_84660475_84660559|SUCLG1,HNRNPU,SUCLG1
2_84660475_84660559|SUCLG1,MBNL1,SUCLG1
2_84660475_84660559|SUCLG1,RBM24,SUCLG1
2_84660475_84660559|SUCLG1,RBM38,SUCLG1
2_84660475_84660559|SUCLG1,TARDBP,SUCLG1
2_84660475_84660559|SUCLG1,TRA2B,SUCLG1
2_84660475_84660559|SUCLG1,ZNF638,SUCLG1
2_85545692_85545840|TGOLN2,BRUNOL6,TGOLN2
2_85545692_85545840|TGOLN2,CUG-BP,TGOLN2
2_85545692_85545840|TGOLN2,SRSF1,TGOLN2
2_85545692_85545840|TGOLN2,SRSF3,TGOLN2
2_85545692_85545840|TGOLN2,SRSF5,TGOLN2
2_85545692_85545840|TGOLN2,TARDBP,TGOLN2
2_85545692_85545840|TGOLN2,TRA2B,TGOLN2
2_85549424_85549632|TGOLN2,BRUNOL6,TGOLN2
2_85549424_85549632|TGOLN2,CPEB2,TGOLN2
2_85549424_85549632|TGOLN2,CUG-BP,TGOLN2
2_85549424_85549632|TGOLN2,HNRNPC,TGOLN2
2_85549424_85549632|TGOLN2,HNRNPCL1,TGOLN2
2_85549424_85549632|TGOLN2,HuR,TGOLN2
2_85549424_85549632|TGOLN2,MBNL1,TGOLN2
2_85549424_85549632|TGOLN2,PTBP1,TGOLN2
2_85549424_85549632|TGOLN2,RBM41,TGOLN2
2_85549424_85549632|TGOLN2,SNRPA,TGOLN2
2_85549424_85549632|TGOLN2,SRSF2,TGOLN2
2_85549424_85549632|TGOLN2,SRSF3,TGOLN2
2_85549424_85549632|TGOLN2,SRSF5,TGOLN2
2_85549424_85549632|TGOLN2,TARDBP,TGOLN2
2_85549424_85549632|TGOLN2,U2AF2,TGOLN2
2_85549424_85549632|TGOLN2,ZNF638,TGOLN2
2_85554123_85554249|TGOLN2,FXR2,TGOLN2
2_85554123_85554249|TGOLN2,HNRNPH1,TGOLN2
2_85554123_85554249|TGOLN2,LIN28A,TGOLN2
2_85554123_85554249|TGOLN2,SRSF1,TGOLN2
2_85554123_85554249|TGOLN2,SRSF2,TGOLN2
2_85554123_85554249|TGOLN2,SRSF7,TGOLN2
2_85554123_85554291|TGOLN2,FXR2,TGOLN2
2_85554123_85554291|TGOLN2,HNRNPH1,TGOLN2
2_85554123_85554291|TGOLN2,LIN28A,TGOLN2
2_85554123_85554291|TGOLN2,RBM45,TGOLN2
2_85554123_85554291|TGOLN2,SNRNP70,TGOLN2
2_85554123_85554291|TGOLN2,SRSF1,TGOLN2
2_85554123_85554291|TGOLN2,SRSF2,TGOLN2
2_85554123_85554291|TGOLN2,SRSF7,TGOLN2
2_85554123_85554333|TGOLN2,ANKHD1,TGOLN2
2_85554123_85554333|TGOLN2,CNOT4,TGOLN2
2_85554123_85554333|TGOLN2,FXR2,TGOLN2
2_85554123_85554333|TGOLN2,G3BP2,TGOLN2
2_85554123_85554333|TGOLN2,HNRNPH1,TGOLN2
2_85554123_85554333|TGOLN2,HNRNPL,TGOLN2
2_85554123_85554333|TGOLN2,HNRPLL,TGOLN2
2_85554123_85554333|TGOLN2,LIN28A,TGOLN2
2_85554123_85554333|TGOLN2,PABPC4,TGOLN2
2_85554123_85554333|TGOLN2,PABPN1,TGOLN2
2_85554123_85554333|TGOLN2,SRSF1,TGOLN2
2_85554123_85554333|TGOLN2,SRSF2,TGOLN2
2_85554123_85554375|TGOLN2,ENOX1,TGOLN2
2_85554123_85554375|TGOLN2,FMR1,TGOLN2
2_85554123_85554375|TGOLN2,FXR2,TGOLN2
2_85554123_85554375|TGOLN2,HNRNPA1,TGOLN2
2_85554123_85554375|TGOLN2,HNRNPH1,TGOLN2
2_85554123_85554375|TGOLN2,IGF2BP2,TGOLN2
2_85554123_85554375|TGOLN2,LIN28A,TGOLN2
2_85554123_85554375|TGOLN2,PABPC1,TGOLN2
2_85554123_85554375|TGOLN2,PABPC3,TGOLN2
2_85554123_85554375|TGOLN2,PABPC4,TGOLN2
2_85554123_85554375|TGOLN2,SART3,TGOLN2
2_85554123_85554375|TGOLN2,SRSF1,TGOLN2
2_85554123_85554375|TGOLN2,SRSF2,TGOLN2
2_85554123_85554501|TGOLN2,CNOT4,TGOLN2
2_85554123_85554501|TGOLN2,FXR2,TGOLN2
2_85554123_85554501|TGOLN2,HNRNPA2B1,TGOLN2
2_85554123_85554501|TGOLN2,HNRNPH1,TGOLN2
2_85554123_85554501|TGOLN2,HNRNPL,TGOLN2
2_85554123_85554501|TGOLN2,HNRPLL,TGOLN2
2_85554123_85554501|TGOLN2,IGF2BP3,TGOLN2
2_85554123_85554501|TGOLN2,LIN28A,TGOLN2
2_85554123_85554501|TGOLN2,MBNL1,TGOLN2
2_85554123_85554501|TGOLN2,PABPC4,TGOLN2
2_85554123_85554501|TGOLN2,PABPN1,TGOLN2
2_85554123_85554501|TGOLN2,RBM45,TGOLN2
2_85554123_85554501|TGOLN2,SRSF1,TGOLN2
2_85554123_85554501|TGOLN2,SRSF2,TGOLN2
2_85554123_85554501|TGOLN2,SRSF3,TGOLN2
2_85626258_85628380|CAPG,CUG-BP,CAPG
2_85626258_85628380|CAPG,G3BP2,CAPG
2_85626258_85628380|CAPG,HNRNPA1L2,CAPG
2_85626258_85628380|CAPG,HNRNPA2B1,CAPG
2_85626258_85628380|CAPG,HNRNPH1,CAPG
2_85626258_85628380|CAPG,HNRNPH2,CAPG
2_85626258_85628380|CAPG,LIN28A,CAPG
2_85626258_85628380|CAPG,PABPN1,CAPG
2_85626258_85628380|CAPG,RBM28,CAPG
2_85626258_85628380|CAPG,RBM5,CAPG
2_85626258_85628380|CAPG,RBM6,CAPG
2_85626258_85628380|CAPG,SRSF1,CAPG
2_85626258_85628380|CAPG,SRSF2,CAPG
2_85626258_85628380|CAPG,SRSF3,CAPG
2_85626258_85628380|CAPG,SRSF9,CAPG
2_85626258_85628380|CAPG,TRA2A,CAPG
2_85626258_85628380|CAPG,TRA2B,CAPG
2_85626258_85628380|CAPG,YBX1,CAPG
2_85626258_85628380|CAPG,YBX2,CAPG
2_85770157_85770233|MAT2A,BRUNOL4,MAT2A
2_85770157_85770233|MAT2A,BRUNOL5,MAT2A
2_85770157_85770233|MAT2A,BRUNOL6,MAT2A
2_85770157_85770233|MAT2A,CUG-BP,MAT2A
2_85770157_85770233|MAT2A,G3BP2,MAT2A
2_85770157_85770233|MAT2A,HNRNPA1,MAT2A
2_85770157_85770233|MAT2A,HNRNPA1L2,MAT2A
2_85770157_85770233|MAT2A,HNRNPF,MAT2A
2_85770157_85770233|MAT2A,KHDRBS3,MAT2A
2_85770157_85770233|MAT2A,MSI1,MAT2A
2_85770157_85770233|MAT2A,PUM2,MAT2A
2_85770157_85770233|MAT2A,RBM24,MAT2A
2_85770157_85770233|MAT2A,RBM28,MAT2A
2_85770157_85770233|MAT2A,RBMS1,MAT2A
2_85770157_85770233|MAT2A,RBMS3,MAT2A
2_85770157_85770233|MAT2A,SNRNP70,MAT2A
2_85770157_85770233|MAT2A,SRSF1,MAT2A
2_85770157_85770233|MAT2A,SRSF2,MAT2A
2_85770157_85770233|MAT2A,TARDBP,MAT2A
2_85770157_85770233|MAT2A,TRA2B,MAT2A
2_85770157_85770233|MAT2A,ZNF638,MAT2A
2_85806131_85808745|VAMP8,DAZAP1,VAMP8
2_85806131_85808745|VAMP8,HNRNPF,VAMP8
2_85806131_85808745|VAMP8,HNRNPH1,VAMP8
2_85806131_85808745|VAMP8,LIN28A,VAMP8
2_85806131_85808745|VAMP8,PABPC5,VAMP8
2_85806131_85808745|VAMP8,PABPN1,VAMP8
2_85806131_85808745|VAMP8,RBM45,VAMP8
2_85806131_85808745|VAMP8,RBM5,VAMP8
2_85806131_85808745|VAMP8,SRSF1,VAMP8
2_85806131_85808745|VAMP8,SRSF2,VAMP8
2_85806131_85808745|VAMP8,SRSF7,VAMP8
2_85806131_85808745|VAMP8,SRSF9,VAMP8
2_85806131_85808745|VAMP8,TRA2A,VAMP8
2_85806131_85808745|VAMP8,TRA2B,VAMP8
2_85843443_85843586|USP39,HNRNPH2,USP39
2_85843443_85843586|USP39,MBNL1,USP39
2_85843443_85843586|USP39,RBM38,USP39
2_85843443_85843586|USP39,RBM4,USP39
2_85843443_85843586|USP39,RBM8A,USP39
2_85843443_85843586|USP39,SRSF2,USP39
2_85843443_85843586|USP39,TARDBP,USP39
2_85843443_85843586|USP39,ZC3H10,USP39
